name	A11	A12	A13	A21	A22	A23	AD11	AD12	AD13	AD21	AD22	AD23	CK11	CK12	CK13	CK21	CK22	CK23	DA11	DA12	DA13	DA21	DA22	DA23	taxonomy
Acidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63E-06	0	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
Bryobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae
Acanthopleuribacteraceae	2.93E-07	0	0	2.12E-06	8.73E-07	2.88E-06	0	0	3.23E-07	7.55E-07	6.10E-07	3.38E-07	4.93E-07	0	0	1.54E-06	1.46E-06	8.20E-07	0	0	0	1.41E-06	2.56E-06	0	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Acanthopleuribacterales;f__Acanthopleuribacteraceae
Holophagaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214701	0	0	7.84E-06	0	0	0	0	0	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae
Vicinamibacteraceae	2.64E-06	2.67E-06	2.46E-06	0	0	0	4.48E-06	2.27E-06	1.94E-06	0	9.15E-07	0	2.47E-06	8.20E-06	5.58E-06	0	1.46E-06	0	7.28E-06	4.79E-06	9.57E-06	0	3.07E-06	0	k__Bacteria;p__Acidobacteria;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae
Acidimicrobiaceae	0	3.34E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae
Iamiaceae	4.05E-05	3.91E-05	5.58E-05	0.000305488	0.000696255	0.000625954	6.10E-05	6.14E-05	4.27E-05	3.60E-05	3.97E-05	1.06E-05	0.00019232	0.000192678	0.000215007	0.000287298	0.000322427	0.000479884	0.000216244	0.000295915	0.00024474	5.43E-05	3.13E-05	4.23E-05	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae
Ilumatobacteraceae	0.000657408	0.00054473	0.000799634	0.001016741	0.002278653	0.001975938	0.001087307	0.000985521	0.000684638	0.000948951	0.000546261	0.000278823	0.00065093	0.000886524	0.001434565	0.000392331	0.001157971	0.00093926	0.001353486	0.001436466	0.001621531	0.000589447	0.000163944	0.000367146	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae
Actinomycetaceae	1.38E-05	5.67E-05	8.06E-05	7.87E-05	0.00021477	0.000154806	6.48E-05	8.06E-05	7.47E-05	4.88E-05	3.84E-05	1.23E-05	5.67E-05	2.87E-05	2.48E-05	7.34E-05	7.57E-05	8.04E-05	0.000123808	1.54E-05	5.94E-05	7.54E-05	9.63E-05	8.08E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae
Bifidobacteriaceae	2.55E-05	0.000126169	8.36E-05	0.000138781	0.000324337	0.002758621	6.69E-05	0.000133547	8.37E-05	0.000100711	3.45E-05	4.07E-05	0.000194786	0.000714856	0.00011866	0.00197942	0.000265656	0.001086096	0.000122127	0.000194793	0.000172728	0.000288378	0.001357665	0.000518841	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae
Candidatus_Actinomarinaceae	2.93E-07	0	0	4.23E-07	0	0	0	3.25E-07	0	5.04E-07	0	1.69E-07	0	0	0	0	7.28E-07	0	0	0	0	0	1.02E-06	5.50E-07	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Candidatus_Actinomarinales;f__Candidatus_Actinomarinaceae
Candidatus_Nanopelagicaceae	0	0	0	0	0	0	0	0	0.000182635	0	0	0	0	0.000251096	0	0	2.18E-06	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Candidatus_Nanopelagicales;f__Candidatus_Nanopelagicaceae
Catenulisporaceae	0	0	0	0	0	0	0	0	0	2.52E-07	0	0	0	0	0	5.41E-06	3.64E-06	9.02E-06	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Catenulisporales;f__Catenulisporaceae
Corynebacteriaceae	2.70E-05	1.57E-05	1.64E-06	0.000185747	0.000116115	0.001017776	0.000229596	0.000244674	6.40E-05	5.36E-05	2.29E-05	6.03E-05	7.35E-05	6.41E-05	0.000271802	0.000502771	0.000403216	0.00049465	0.000337811	1.28E-05	0.000202943	0.000119159	0.00027307	0.000213802	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae
Dietziaceae	7.42E-05	2.34E-05	0.000102209	8.04E-06	3.45E-05	1.92E-05	0.000115143	0.000158567	0.000324217	1.69E-05	1.71E-05	5.74E-06	0.000263824	0.000108638	8.01E-05	0.000266445	0.000570615	0.000269063	0.001052089	0.000157538	0.000148053	0.00043997	0.000234645	0.000186321	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Dietziaceae
Gordoniaceae	0.000174175	6.07E-05	2.65E-05	5.75E-05	8.56E-05	0.000238939	0.002322163	1.85E-05	0	3.15E-05	3.29E-05	1.57E-05	7.89E-06	7.28E-05	5.73E-05	0.000183809	0.000179045	0.000117305	1.68E-05	1.44E-05	8.46E-05	0.000121274	0.000420108	8.74E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Gordoniaceae
Lawsonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-06	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Lawsonellaceae
Mycobacteriaceae	0.000845071	0.000905214	0.000965791	0.000322412	0.001156351	0.001447579	0.000294407	0.000292115	7.40E-05	0.000251022	0.000243698	5.91E-05	0.000286508	0.000881399	0.001148564	0.002988823	0.000561154	0.001310862	0.000651533	9.58E-05	0.000772997	0.000812252	0.001013381	0.000800246	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae
Nocardiaceae	6.42E-05	0.000113486	0.000247324	4.82E-05	8.69E-05	0.000189902	5.52E-05	4.68E-05	0.000108934	6.82E-05	7.08E-05	4.10E-05	0.000269248	9.79E-05	0.000152128	0.000545248	0.000850101	0.000579142	0.000140054	5.91E-05	0.000402865	0.000950448	0.000467242	0.000410016	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Nocardiaceae
Tsukamurellaceae	0	0	0	0	2.62E-06	1.15E-05	4.83E-06	1.10E-05	0	2.27E-06	1.83E-06	1.01E-06	1.58E-05	5.64E-06	2.74E-05	1.78E-05	0	1.97E-05	8.96E-06	2.66E-06	8.56E-06	2.12E-06	1.02E-05	1.59E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Tsukamurellaceae
Frankiaceae	0	1.34E-06	0	0	1.31E-06	1.44E-06	8.27E-06	0	0	0	0	0	3.95E-06	0	2.54E-06	0	0	0	4.48E-06	0	0	1.41E-06	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Frankiales;f__Frankiaceae
Geodermatophilaceae	8.77E-05	8.51E-05	0.000154133	1.02E-05	4.80E-05	2.69E-05	0.000136517	0.00021608	7.31E-05	1.03E-05	5.19E-06	2.70E-06	7.74E-05	0.000495019	0.000207908	1.85E-05	2.84E-05	3.04E-05	0.000212323	7.61E-05	0.000307184	4.44E-05	3.74E-05	4.40E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Geodermatophilales;f__Geodermatophilaceae
Glycomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Glycomycetales;f__Glycomycetaceae
Jiangellaceae	0	0	0	0	0	1.44E-06	0	0	4.20E-06	0	0	0	0	0	0	0	0	0	0	1.60E-06	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Jiangellales;f__Jiangellaceae
Kineosporiaceae	0	0	7.11E-06	0	0	0	3.45E-06	0	1.00E-05	2.27E-06	0	0	1.04E-05	0.000303365	8.62E-06	0	5.82E-06	0	6.61E-05	0	0	4.23E-06	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Kineosporiales;f__Kineosporiaceae
Beutenbergiaceae	0	1.23E-05	1.45E-05	2.71E-05	3.14E-05	5.53E-05	0	5.59E-05	0	1.01E-05	7.02E-06	6.08E-06	0	0	5.12E-05	3.01E-05	4.15E-05	0	3.14E-05	0	0	0	1.54E-05	4.62E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Beutenbergiaceae
Bogoriellaceae	0	0	4.10E-06	8.46E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03E-06	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Bogoriellaceae
Brevibacteriaceae	0.000101455	0.000144861	4.35E-05	5.20E-05	8.64E-05	0.000167306	0.000359908	9.78E-05	0.000143522	7.15E-05	4.88E-06	8.78E-06	4.88E-05	0.000201902	0.000112067	2.01E-05	3.35E-05	6.64E-05	0.000394954	7.56E-05	6.45E-05	0.000148067	0.000149087	0.000103878	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Brevibacteriaceae
Cellulomonadaceae	0	8.01E-06	3.28E-06	1.78E-05	8.29E-06	2.55E-05	0	2.11E-05	1.26E-05	6.29E-06	4.58E-06	3.21E-06	1.28E-05	0	0	7.72E-07	0	7.38E-06	3.64E-05	0	9.57E-06	4.23E-06	1.54E-06	6.60E-06	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Cellulomonadaceae
Dermabacteraceae	4.72E-05	0	5.47E-06	0	0	0.000209132	0	1.62E-06	0	1.26E-06	3.05E-07	0	6.21E-05	2.05E-06	0	5.33E-05	0	0	6.72E-06	1.60E-06	0	2.33E-05	1.08E-05	3.35E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Dermabacteraceae
Dermacoccaceae	1.47E-06	2.27E-05	8.20E-06	9.31E-06	7.42E-06	1.68E-05	2.52E-05	0	4.20E-06	2.17E-05	6.41E-06	1.69E-06	2.42E-05	3.28E-05	8.11E-06	0	5.82E-06	0	3.36E-06	1.06E-06	3.02E-06	2.04E-05	8.20E-06	5.50E-06	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Dermacoccaceae
Dermatophilaceae	0	1.13E-05	1.39E-05	3.22E-05	6.15E-05	8.37E-05	4.83E-06	2.53E-05	1.49E-05	3.02E-05	1.22E-05	5.91E-06	0	3.79E-05	1.01E-05	2.01E-05	3.06E-05	2.46E-05	0	2.55E-05	1.11E-05	1.76E-05	4.71E-05	3.24E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Dermatophilaceae
Intrasporangiaceae	9.03E-05	0.00090755	5.14E-05	1.82E-05	6.68E-05	6.63E-05	0.001573734	0.000164091	0.000102793	1.89E-05	1.74E-05	4.90E-06	1.38E-05	0.001336448	0.000135901	5.25E-05	2.04E-05	4.18E-05	7.00E-05	6.07E-05	7.86E-05	2.12E-05	3.33E-05	1.76E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Intrasporangiaceae
Jonesiaceae	0	0	0	0	0	0	0	0	0	0	0	0	4.44E-06	0	0	0	0	0	0	0	0	2.12E-06	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Jonesiaceae
Kytococcaceae	0	0	0	6.35E-06	0	0	0	0	0	0	0	0	2.61E-05	0	0	0	1.38E-05	2.38E-05	6.11E-05	0	1.81E-05	0	2.10E-05	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Kytococcaceae
Microbacteriaceae	0.000365943	0.000263019	0.000243498	0.000312681	0.000451802	0.000813452	0.000194088	0.000388945	0.00024987	0.00028325	0.000129321	8.71E-05	0.000218456	0.000170131	0.000195231	0.000343676	0.000278757	0.000202618	0.000281229	0.000248015	0.000768465	0.000370167	0.000667561	0.000396825	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae
Micrococcaceae	0.000487631	0.000742996	0.001264219	0.000516621	0.000729867	0.000928354	0.000511593	0.001514512	0.00092966	0.000638257	0.000350754	0.000227314	0.000212045	0.000473496	0.000491373	0.000403916	0.000462897	0.000566017	0.000646491	0.000200648	0.001073635	0.000423753	0.00056817	0.001193224	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae
Ornithinimicrobiaceae	3.52E-05	8.34E-06	4.95E-05	5.08E-06	2.66E-05	1.25E-05	1.72E-05	2.99E-05	1.49E-05	5.29E-06	5.49E-06	1.01E-06	0	2.05E-05	5.58E-06	1.78E-05	0	1.15E-05	2.13E-05	1.60E-06	2.57E-05	1.83E-05	8.71E-06	4.40E-06	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Ornithinimicrobiaceae
Promicromonosporaceae	8.06E-05	3.74E-05	1.28E-05	0	0	7.69E-06	0	3.57E-06	1.62E-05	0	0	0	0	1.64E-05	2.33E-05	3.09E-06	8.73E-06	0	3.59E-05	0	7.65E-05	0	4.61E-06	1.37E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Promicromonosporaceae
Ruaniaceae	1.47E-06	0	0	0	0	9.62E-07	1.38E-06	0	0	0	0	0	0	0	0	0	1.46E-06	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Ruaniaceae
Micromonosporaceae	4.28E-05	0.000659885	4.04E-05	2.41E-05	4.58E-05	0.000140864	5.21E-05	5.46E-05	4.01E-05	2.29E-05	1.19E-05	4.05E-06	5.57E-05	4.46E-05	0.000103447	8.73E-05	5.17E-05	3.12E-05	0.000193275	1.81E-05	4.88E-05	7.76E-05	0.000144988	8.02E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae
Nakamurellaceae	1.23E-05	1.77E-05	5.74E-05	6.39E-05	7.42E-05	0.000143268	6.55E-06	7.47E-06	0	2.06E-05	1.92E-05	1.03E-05	2.12E-05	1.43E-05	2.64E-05	2.32E-05	4.29E-05	2.05E-05	3.25E-05	6.92E-06	2.92E-05	8.81E-05	0.000136791	7.31E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Nakamurellales;f__Nakamurellaceae
Nocardioidaceae	0.002533455	0.00321431	0.004330484	0.001532939	0.003150391	0.005159073	0.003247787	0.005162858	0.003258335	0.001053187	0.000709437	0.000300609	0.00176688	0.003589141	0.004838169	0.001401735	0.001778806	0.001823559	0.006576957	0.00211079	0.006499216	0.001888909	0.001869991	0.001895088	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae
Propionibacteriaceae	0.001069974	0.000954947	0.001515915	0.001682721	0.00334508	0.005098496	0.001550981	0.002003861	0.001185025	0.001064265	0.000749698	0.000432167	0.001088828	0.001464046	0.001326047	0.001892149	0.002371257	0.002458482	0.001758524	0.008674146	0.001578726	0.002093382	0.002571366	0.002239699	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae
Pseudonocardiaceae	2.64E-06	1.50E-05	3.25E-05	1.69E-06	5.67E-06	1.11E-05	2.41E-06	2.01E-05	3.81E-05	3.52E-06	2.14E-06	5.07E-07	2.47E-06	1.02E-05	2.38E-05	1.47E-05	5.53E-05	2.13E-05	8.35E-05	1.01E-05	7.20E-05	2.33E-05	1.43E-05	8.79E-06	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Pseudonocardiales;f__Pseudonocardiaceae
Sporichthyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Sporichthyales;f__Sporichthyaceae
Streptomycetaceae	9.32E-05	8.28E-05	9.32E-05	8.67E-05	8.86E-05	0.000134614	0.000103766	0.000144595	8.21E-05	5.59E-05	3.75E-05	1.99E-05	0.000189361	0.000187041	0.000201316	0.000309695	0.000144837	9.84E-05	0.000176469	6.81E-05	0.000307688	0.000217165	0.000120909	9.23E-05	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae
Nocardiopsaceae	7.62E-06	0	9.02E-06	2.96E-06	2.01E-05	2.60E-05	0	2.40E-05	8.40E-06	2.01E-06	3.05E-06	1.18E-06	4.44E-06	0	8.67E-05	7.72E-06	2.91E-06	1.39E-05	2.63E-05	1.17E-05	5.64E-05	2.47E-05	9.22E-06	8.79E-06	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Nocardiopsaceae
Streptosporangiaceae	1.76E-06	4.01E-06	7.38E-06	0	4.37E-06	1.59E-05	4.83E-06	0	3.23E-06	3.27E-06	9.15E-07	6.76E-07	0	2.56E-06	5.58E-06	3.09E-06	1.31E-05	0	2.69E-05	0	7.05E-06	1.41E-06	6.15E-06	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae
Thermomonosporaceae	2.93E-06	0	0	4.65E-06	1.75E-06	6.73E-06	2.41E-06	0	0	7.55E-07	9.15E-07	3.38E-07	0	4.10E-06	0	1.54E-05	1.46E-06	2.46E-06	0	3.73E-06	0	2.82E-06	6.15E-06	0	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Thermomonosporaceae
Atopobiaceae	2.93E-07	6.68E-07	0	0	1.18E-05	1.63E-05	0	1.62E-06	0	8.31E-06	0	5.07E-07	3.45E-06	1.02E-06	1.01E-06	6.33E-05	5.68E-05	0.000489728	5.60E-07	6.39E-06	2.52E-06	0.000194602	3.84E-05	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae
Coriobacteriaceae	6.60E-05	0.000704278	8.34E-05	4.10E-05	0.000110004	0.00317352	0.000185814	3.64E-05	0.000153543	9.57E-06	1.98E-05	9.12E-06	3.11E-05	0.00028133	9.89E-05	0.000440214	0.000253283	0.00044379	6.83E-05	6.65E-05	0.000145535	0.000137491	0.000677295	0.000110473	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae
Eggerthellaceae	1.11E-05	1.64E-05	1.28E-05	1.02E-05	6.55E-06	7.26E-05	2.28E-05	5.85E-06	1.26E-05	2.52E-07	3.05E-06	5.07E-07	2.47E-06	2.05E-06	2.03E-06	9.73E-05	8.81E-05	8.53E-05	0.000115965	0	2.12E-05	3.74E-05	0.012580173	2.47E-05	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae
Egibacteraceae	0	1.34E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32E-06	0	0	0	2.13E-06	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Egibacterales;f__Egibacteraceae
Egicoccaceae	0	0	0	4.23E-06	0	8.17E-06	6.55E-06	0	1.29E-06	5.04E-07	0	0	0	5.64E-06	2.54E-06	0	5.82E-06	0	4.48E-06	1.28E-05	4.53E-06	2.12E-06	0	2.20E-06	k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Egicoccales;f__Egicoccaceae
Euzebyaceae	8.71E-05	0.000117157	0.000128171	0.000278832	0.000463152	0.000696145	0.00012583	0.000133872	9.05E-05	0.000107509	0.000110411	3.75E-05	7.20E-05	0.000135285	0.000180018	0.000335181	0.000390115	0.000217383	0.000200558	0.000103251	0.00020949	0.000423048	0.000162407	0.0002171	k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae
Baekduiaceae	0	0	0	0	0	4.81E-06	0	0	0	0	0	0	0	0	0	3.86E-06	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Baekduiaceae
Rubrobacteraceae	0	3.34E-07	2.46E-06	0	4.37E-07	2.40E-06	1.38E-06	3.25E-06	0	2.52E-07	0	0	1.48E-06	3.07E-05	0	7.72E-07	7.28E-07	0	1.12E-06	5.85E-06	0	0	1.02E-06	0	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae
Miltoncostaeaceae	9.38E-06	2.34E-06	2.46E-06	1.06E-05	2.14E-05	2.64E-05	6.55E-06	2.27E-06	7.43E-06	6.55E-06	2.14E-06	4.39E-06	1.43E-05	1.49E-05	4.92E-05	4.56E-05	1.89E-05	4.27E-05	1.12E-05	2.77E-05	2.52E-05	2.33E-05	2.36E-05	1.76E-05	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae
Conexibacteraceae	0	0	0	0	0.001213099	3.85E-06	0	4.55E-06	0	0	2.75E-06	0	0	0	0	0.000807059	9.46E-06	0	0	0	1.26E-05	0	1.54E-06	4.40E-06	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae
Hydrogenothermaceae	0	0	2.73E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Hydrogenothermaceae
Bacteroidaceae	0.00011729	0.000126837	0.000162878	0.000140474	0.000298582	0.006333578	0.000170991	0.00012185	0.000215283	7.81E-05	0.000280908	5.57E-05	0.000397955	0.000504243	0.000374234	0.001834226	0.001997154	0.002685709	0.000284591	0.000424181	0.000240712	0.000925065	0.007276571	0.000848063	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05E-06	0	0	2.84E-05	1.80E-05	0	0	0	0	1.18E-05	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae
Dysgonomonadaceae	8.80E-07	1.00E-06	3.01E-06	1.35E-05	2.14E-05	6.92E-05	2.41E-06	5.52E-06	9.70E-07	2.01E-06	1.01E-05	8.44E-07	2.47E-06	5.12E-06	3.55E-06	2.16E-05	2.11E-05	8.20E-06	5.60E-07	1.06E-06	5.04E-07	1.20E-05	2.56E-06	1.81E-05	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae
Muribaculaceae	0	0	0	0	0	0	0	3.25E-07	0	2.52E-07	0	0	0	2.05E-05	0	3.86E-06	7.28E-07	0	0	0	0	7.05E-06	2.56E-06	3.85E-06	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae
Odoribacteraceae	0	6.34E-06	1.37E-06	0	0	1.92E-05	1.03E-06	0	0	0	6.10E-07	0	0	6.66E-06	4.06E-06	5.41E-06	4.37E-06	5.74E-06	1.06E-05	5.85E-06	0	2.12E-06	5.69E-05	1.10E-06	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae
Paludibacteraceae	0	0	0	0	0	0	0	0	0	2.52E-07	3.05E-07	0	0	0	0	7.72E-07	6.55E-06	1.64E-06	0	0	0	5.43E-05	1.54E-06	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae
Porphyromonadaceae	0	0	0	0	0	9.62E-07	0	0	0	0	3.05E-07	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	5.50E-07	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae
Prevotellaceae	3.81E-05	3.74E-05	2.79E-05	5.50E-06	1.75E-06	2.64E-05	5.48E-05	2.96E-05	8.24E-05	8.81E-06	3.66E-06	3.38E-06	0.000100105	0.000219325	8.42E-05	0.000138243	7.64E-05	7.63E-05	0.000191034	9.05E-05	5.64E-05	9.10E-05	0.002714817	2.75E-05	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae
Rikenellaceae	0	3.00E-05	9.02E-06	0	0	8.56E-05	1.62E-05	1.17E-05	2.59E-06	0	0	0	1.33E-05	2.20E-05	1.01E-05	7.41E-05	4.37E-05	0.000114024	4.09E-05	2.24E-05	9.57E-06	0.000102237	0.000347357	2.36E-05	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae
Salinivirgaceae	5.86E-07	6.68E-07	1.37E-06	2.12E-06	1.75E-06	2.88E-06	6.89E-07	3.25E-07	0	2.52E-07	6.10E-07	3.38E-07	1.97E-06	1.02E-06	1.52E-06	7.72E-07	2.91E-06	1.64E-06	0	3.73E-06	5.04E-07	2.82E-06	5.12E-07	5.50E-07	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Salinivirgaceae
Tannerellaceae	1.73E-05	1.97E-05	1.34E-05	2.33E-05	2.27E-05	0.000308169	7.58E-06	1.59E-05	1.33E-05	1.28E-05	1.13E-05	1.15E-05	4.78E-05	0.000103513	2.69E-05	0.000122024	0.00011063	0.000109922	2.35E-05	3.94E-05	2.27E-05	7.54E-05	0.001233169	0.000170382	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae
Tenuifilaceae	2.93E-07	0	0	0	4.37E-07	2.40E-06	0	0	0	0	0	5.07E-07	0	0	0	0	0	0	5.60E-07	0	0	2.12E-06	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae
Marinifilaceae	0.00011641	0.000129173	0.000106035	0.001291764	0.001694148	0.003576399	0.000214428	0.000165716	0.000215283	0.000924528	0.002630348	0.000687347	8.93E-05	3.79E-05	3.45E-05	0.000505088	0.000346445	0.000375704	3.98E-05	3.14E-05	6.04E-05	0.00053163	0.000219788	0.001041529	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinifilaceae
Marinilabiliaceae	8.80E-07	6.68E-07	1.37E-06	1.27E-06	2.18E-06	2.40E-06	6.89E-07	3.25E-07	1.29E-06	2.52E-07	3.36E-06	2.03E-06	1.48E-06	2.05E-06	5.07E-07	7.72E-07	7.28E-07	0	0	2.66E-06	1.01E-06	0	4.56E-05	1.10E-06	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae
Prolixibacteraceae	9.62E-05	9.38E-05	9.92E-05	0.000205633	0.000263224	0.000506244	0.000120314	0.000111452	0.000145785	0.000105243	0.000297073	9.74E-05	0.000184923	0.000173718	0.000207401	0.000196166	0.000213253	0.000191954	0.000197197	0.000160199	0.000153592	0.000188256	9.22E-05	0.000300642	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae
