k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae	0			-
k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Vallitaleaceae.g__Petrocella	0.424337142			-
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.unclassified.f__Celerinatantimonadaceae	0			-
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Methylococcales.f__Methylococcaceae.g__Methylomicrobium	0.483349813			-
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.unclassified	0			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Stappiaceae.g__Pseudovibrio	0			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Roseobacteraceae.g__Maritimibacter	0.76192809			-
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus	0.654497452			-
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfotignum	0			-
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae	1.056269497			-
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	1.194976732			-
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Latilactobacillus	0.131618572			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Novosphingopyxis	0.684845438			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Parvibaculaceae.g__Anderseniella	3.679424457			-
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Sporomusaceae	0			-
k__Bacteria.p__Bacteroidetes.unclassified.o__Bacteroidetes_Order_II__Incertae_sedis.f__Rhodothermaceae	0			-
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.unclassified.g__Aquincola	0.895791146			-
k__Bacteria.p__Tenericutes.c__Mollicutes.o__Acholeplasmatales.f__Acholeplasmataceae.g__Haploplasma	0			-
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Anaerococcus	0			-
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Aggregatimonas	1.890607388			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae	4.844813728			-
k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Streptosporangiales.f__Streptosporangiaceae.g__Nonomuraea	0.284054628			-
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Catenovulum	0.032753088			-
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Comamonas	2.448010852			-
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Nitrosomonadales	2.768718324			-
k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacterium	1.683047173			-
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfuromonadales.f__Desulfuromonadaceae.g__Pelobacter	1.452808382			0.022109128
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Rhodanobacteraceae	0.839478017			-
k__Bacteria.p__Chrysiogenetes.c__Chrysiogenetes	0			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Phyllobacteriaceae.g__Roseitalea	1.019808334			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiaceae.g__Aquabacter	0			-
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Cobetia	1.31118857			-
k__Bacteria.p__Chloroflexi.c__Candidatus_Thermofonsia.o__Phototrophicales	0.979092888			-
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae	0.500007698			-
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Coxiellaceae.g__Coxiella	0			-
k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Micromonosporales.f__Micromonosporaceae.g__Actinocatenispora	0			-
k__Bacteria.p__candidate_division_NC10.unclassified.unclassified	0			-
k__Bacteria.p__Deinococcus_Thermus.c__Deinococci.o__Trueperales	0			-
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Solidesulfovibrio	0			-
k__Bacteria.p__Deferribacteres.c__Deferribacteres	0			-
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiaceae.g__Methyloceanibacter	2.047351538			0.027323722
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Pectobacteriaceae.g__Pectobacterium	0			-
k__Bacteria.p__Actinobacteria.c__Actinomycetia.o__Propionibacteriales.f__Propionibacteriaceae.g__Propionibacterium	2.030945043			-
