GeneFamily	AD12	AD22	AD32	CK12	CK22	CK32
K15551	22.681	18.874	11.758	12.007	32.607	43.065
K15552	101.812	63.088	49.349	8.532	41.993	77.372
K15553	0	0	0	0	0	1.035
K15554	0	0	0	0	0	2.741
K15555	0	0	0	0	0	1.423
K15576	63.737	70.916	36.064	26.855	46.45	53.172
K15577	16.914	12.6	14.985	10.619	19.288	18.646
K15578	49.38	45.973	31.463	18.86	44.393	39.508
K15579	5.133	8.052	7.013	6.798	12.653	9.153
K15580	20.55	13.936	12.135	0.709	0	1.519
K15581	11.388	8.975	7.473	3.639	15.187	9.62
K15582	24.334	16.397	18.984	2.775	3.155	3.49
K15583	47.643	22.397	48.94	7.061	7.045	0.509
K15585	0	0	0	0	0	0.553
K15586	0	0	0	0	0	0.643
K15598	12.899	35.09	79.352	11.132	17.087	12.767
K15599	0	1.019	1.288	1.288	0	0
K15600	0.329	0	1.249	1.458	0.593	0
K15633	173.014	163.532	163.126	50.807	125.862	103.169
K15634	2.788	0	0.671	2.427	14.59	14.191
K15635	0	1.454	0	0	5.168	0
K15652	0.276	0	0.176	0.412	1.99	0
K15723	13.309	12.464	11.704	0.677	0	2.22
K15724	58.953	43.953	43.215	7.314	30.112	18.563
K15725	0.321	0.379	0.836	2.783	2.773	1.876
K15726	62.67	94.919	64.135	56.403	133.811	121.381
K15727	9.724	18.285	10.317	16.306	44.12	27.135
K15735	0	0	0	0	0	3.429
K15736	18.263	14.11	14.245	1.173	1.837	1.181
K15737	0	0	0	0	0	1.063
K15738	149.488	134.419	127.047	64.384	163.368	151.339
K15746	11.501	26.97	28.172	13.497	67.338	31.313
K15772	0	1.208	0	0	0	0
K15773	0.997	2.235	0	0.734	1.809	2.16
K15777	0	5.162	2.302	0	0.533	0.605
K15778	139.451	108.911	144.518	32.594	79.113	101.329
K15781	0.15	0	0	0	0	0
K15782	201.604	144.814	181.441	20.065	63.032	69.388
K15783	163.983	126.336	142.763	21.036	48.55	55.806
K15784	133.289	100.941	124.496	19.652	38.05	48.612
K15785	186.634	135.618	166.35	28.457	66.393	90.607
K15786	173.318	119.439	183.101	36.563	75.014	9.286
K15827	0	0	0	0	0	0.952
K15829	0	0	0	0	0	1.137
K15830	0	0	0	0	0	0.282
K15831	0	0	0	0	0	1.101
K15832	0	0	0	0	0	1.423
K15834	0	0	0	0	0	1.682
K15852	29.072	21.93	20.891	0	0	0
K15862	48.639	100.296	60.716	66.409	129.506	120.697
K15864	10.04	14.551	8.94	16.306	37.774	63.273
K15865	0	0	0	0	6.832	0
K15866	114.36	111.96	144.288	50.963	119.47	76.501
K15888	1.2	0	0	0	7.374	0
K15894	0	0	0	1.11	0	0
K15898	0	0	0.893	0	0	0
K15899	0	0	0.229	0	0	0
K15922	0	0	0	0	0	0.233
K15923	2.335	0	0	1.277	18.464	13.936
K15977	39.097	26.157	36.903	1.802	28.29	13.76
K15984	12.643	10.325	9.328	1.859	1.72	0
K15986	209.803	167.615	206.809	26.787	63.214	70.683
K15987	93.188	142.651	69.283	85.339	256.096	247.565
K16011	20.318	41.037	87.776	15.289	22.833	30.615
K16012	13.849	8.871	13.387	2.217	1.967	0.859
K16013	5.002	3.725	6.026	2.14	0.712	1.156
K16020	3.741	0	0	0	0	17.816
K16049	1.431	0	0	0	4.116	21.198
K16052	0	0.433	0.117	3.89	6.927	2.868
K16053	0.839	13.588	8.992	13.965	34.941	13.483
K16055	19.937	34.737	32.246	14.591	44.906	57.069
K16066	0	0	0	0	0	0.737
K16074	0	0	0.623	0	0.456	0.556
K16077	0	0	0	0	0	0.644
K16087	10.907	14.906	17.007	8.046	20.99	24.654
K16089	0.106	5.549	3.019	2.924	1.898	2.617
K16090	0	0.73	0.593	0.462	0	0
K16091	0	0	1.804	2.517	0.872	1.053
K16092	0.466	0.278	0.075	0.983	1.081	1.571
K16135	0	0	0	0	0	0.534
K16136	0	0	0	0	0	1.001
K16137	85.458	51.807	47.234	4.981	23.095	33.158
K16138	0	0	0	0	0	1.994
K16139	0	0	0	0	0	0.36
K16140	0	0	0	0	0	0.394
K16147	10.998	15.974	11.226	14.156	29.534	28.208
K16150	0	0	0	0	0.335	0
K16165	5.301	10.961	8.37	0	6.787	7.419
K16171	14.763	14.924	20.927	7.343	18.221	15.416
K16209	0	0	0	0	0	0.665
K16210	0	0	0	0	0	0.307
K16211	72.963	146.302	94.669	80.007	215.242	185.082
K16213	0	0	0	0	0.879	0
K16216	0.34	0	0	0	0	0
K16235	0	0	0	0	0	0.306
K16238	0	0	0	1.866	0	0
K16263	0	0	0.228	0	0	1.591
K16264	19.9	21.619	21.633	18.074	63.87	54.182
K16291	0.253	0	0	0.755	3.193	2.229
K16306	0	0	0	1.431	5.437	0
K16317	0.444	1.575	1.942	0	0	0
K16321	0	0	0	0	0	0.737
K16322	0	0	0	0	0	1.957
K16324	0	0	0	0	0	1.598
K16325	0	0	0	0	0	1.199
K16326	0	0	0	0	0	0.801
K16328	0	0	0	0	0	7.567
K16329	46.508	59.927	94.644	15.013	58.732	54.322
K16345	0	0	0	0	0	1.772
K16346	0	0	0	0	0	3.415
K16348	11.011	23.422	17.421	0	11.926	4.841
K16363	43.089	76.202	59.168	50.591	105.616	137.461
K16370	3.432	5.409	1.167	0	0	4.527
K16371	0	0	0	0	0	2.743
K16509	0.808	0	0	0	0	0
K16515	7.117	4.794	1.979	3.293	14.019	15.972
K16692	5.389	3.697	2.735	0	0	0
K16693	0	0	0	0	0	1.199
K16695	0	0	0	0	0	0.331
K16704	0	0	0	0	0	3.35
K16710	0	0	0	0	0	0.389
K16711	0	0	0	0	0	0.354
K16784	0	0	0	0	0	0.638
K16785	0.992	0.685	4.131	0.867	0.524	0
K16786	0	0	0.105	0	0	0
K16787	0.519	0.919	1.35	0.484	0	0.298
K16840	0.565	1.334	0	0	0	0
K16841	87.228	50.037	42.069	6.238	25.559	47.971
K16844	110.441	59.614	51.953	6.408	32.904	46.833
K16845	1.137	0.497	0	0	0	0
K16846	4.79	5.293	1.97	1.124	3.599	14.369
K16871	142.542	110.077	135.553	15.654	49.54	51.924
K16872	27.103	43.989	89.521	21.167	32.061	39.837
K16880	0	0	0	1.592	0	4.096
K16885	0	3.988	0	0	0	4.289
K16887	0	6.683	0	0.898	0	0
K16898	25.157	114.395	269.309	46.975	13.34	10.807
K16924	0	0.592	0.641	0.749	0	0
K16937	8.695	14.022	16.177	5.463	10.724	17.066
K16961	29.693	60.971	96.837	14.054	10.826	9.426
K16962	52.424	72.722	102.192	14.852	19.165	12.333
K16963	11.466	9.912	11.614	1.375	0	3.007
K17067	0	2.666	0	0	0	0
K17077	0	0	0.872	0	0	0
K17103	20.721	57.875	102.883	20.552	37.725	50.926
K17104	0	0	0	0.767	2.852	0
K17195	0	0	0	0	0	0.805
K17202	1.919	4.52	0	1.965	0	0
K17206	0	0.307	0.455	0.379	0.709	0.945
K17213	0	0	0	0	0	1.137
K17214	0	0	0	0	0	0.499
K17218	50.581	109.815	76.419	73.803	135.526	121.632
K17222	137.498	76.068	65.808	10.155	47.055	40.04
K17223	13.799	0.363	7.999	0	4.295	0
K17224	5.304	5.235	4.214	5.403	13.402	18.142
K17225	125.662	82.536	74.176	20.264	64.402	78.093
K17227	135.724	71.536	78.674	9.766	52.054	79.595
K17247	0.402	0	0	0.951	0.766	2.743
K17248	0	2.629	0.388	0.906	0	0
K17285	151.357	96.883	82.949	28.195	97.847	131.256
K17315	30.699	18.238	19.514	7.457	12.554	12.35
K17316	10.948	6.099	8.946	10.245	29.819	35.464
K17317	8.265	11.762	6.973	12.804	40.887	66.233
K17318	0	0	0	0	0	0.302
K17321	38.376	41.128	19.704	26.255	76.289	121.343
K17322	152.233	136.769	136.342	31.983	90.947	124.353
K17323	144.483	137.777	152.853	44.418	112.939	135.033
K17324	135.533	79.398	72.053	16.945	57.049	75.426
K17325	115.064	81.238	64.245	18.484	61.952	79.545
K17472	1.124	0	0	0	0	0
K17486	28.131	46.746	75.871	16.517	32.845	33.764
K17675	53.416	34.836	24.394	6.97	28.958	34.694
K17677	34.298	62.532	51.952	48.092	89.519	93.315
K17686	88.679	88.298	92.735	53.211	95.32	112.562
K17713	0.934	1.788	1.75	2.022	0.709	3.401
K17716	9.131	20.984	13.101	10.476	16.568	12.659
K17722	83.894	45.972	42.106	6.912	36.046	43.414
K17723	172.715	158.167	170.688	40.447	89.878	130.569
K17735	111.847	108.22	112.269	22.759	41.857	48.714
K17758	2.219	0.337	0.283	0.424	0.256	1.59
K17759	0	0.337	0.283	0.424	3.884	1.59
K17762	2.65	0	2.119	0.141	7.69	12.164
K17828	38.7	63.374	12.16	15.11	35.111	49.795
K17829	6.281	3.494	1.693	5.236	29.043	41.257
K17830	0	2.536	0	0	2.177	0
K17836	4.716	12.695	6.256	5.785	0	12.735
K17838	0	0	0.186	0	0	0
K17865	131.191	130.306	170.902	35.037	79.747	94.32
K17883	0.157	0	0	0	0	0
K17893	0	0	0	0	0	2.757
K17938	0	0	0	0	0	1.657
K17948	0	0	0	0	0	0.92
K17950	125.548	76.419	63.561	28.885	99.145	116.23
K18005	2.367	3.066	0	0	3.125	12.179
K18007	0	0	0.525	0	0	0
K18013	4.537	12.879	4.822	0	8.658	13.511
K18014	0	4.466	1.119	0	0	0
K18015	0	0	0	0	0	0.411
K18136	0	0	0.722	0	0	0
K18138	35.318	24.397	23.425	5.487	0.846	0.589
K18139	0	0	0.855	0.117	0.282	0
K18141	0	0	0	0	0	0.873
K18142	0	0	0	0	0	0.253
K18218	42.072	25.082	26.365	0.619	0	0
K18221	0	0	0	0	0	1.298
K18223	8.915	6.581	6.165	7.606	19.722	21.687
K18224	6.028	5.477	3.931	4.083	14.593	13.723
K18225	1.908	2.517	1.48	2.247	3.514	6.23
K18226	4.615	3.61	7.501	4.366	9.983	13.735
K18231	2.509	2.7	2.234	0.578	0	0.332
K18234	33.136	45.587	67.265	14.918	43.168	30.25
K18235	0	0	0	0	0.808	1.477
K18236	0	3.616	2.673	3.328	0	4.28
K18277	122.315	69.703	66.47	7.435	49.708	52.83
K18285	0	2.025	0	1.122	7.117	6.277
K18288	0	0	0	0.418	0.337	0
K18298	0.71	0	0.227	0	0	0
K18320	6.254	5.045	4.027	0	0	1.585
K18326	0	0	0	0	0	0.348
K18330	0	1.645	0	0	2.516	6.057
K18331	0	0	0	0	0	7.58
K18332	0	5.228	0	0	0	3.885
K18333	16.655	30.388	16.936	10.243	24.551	45.648
K18334	5.581	6.508	7.125	5.6	12.683	11.426
K18335	0	0	0	0	4.578	2.479
K18358	0	5.644	0.555	0	5.96	0
K18364	0	0	0	0	0	3.55
K18365	0.573	1.306	0.505	0.956	2.505	3.011
K18366	3.725	2.108	0	2.655	5.366	5.823
K18382	2.762	3.363	1.581	2.195	2.813	4.347
K18425	168.604	138.376	146.206	41.427	94.19	122.398
K18434	19.733	17.232	13.995	13.72	34.956	34.929
K18446	8.513	1.506	7.629	1.196	0	0
K18459	0	0	0.713	0	0	9.092
K18476	2.179	2.147	4.183	0	0	0
K18478	0	0	0	0	0	0.589
K18479	0	0	0	0	0	2.015
K18480	0	0	0.279	0.651	3.146	0.958
K18530	0	0	0	0	0	0.956
K18531	0	0	0	0	0	0.261
K18552	0.772	1.08	0.76	0	0	0.413
K18554	39.401	23.838	34.558	0	0	0
K18555	7.685	4.992	6.915	0.589	0	5.035
K18586	0	0	0	2.1	14.636	4.805
K18587	118.324	64.089	55.983	5.685	25.506	27.884
K18588	89.744	86.587	150.438	17.868	38.384	37.994
K18589	0	0.617	0.881	0	0	0
K18593	0.881	0	0	1.464	3.915	0
K18601	0	0	0	0	6.262	0
K18602	0.811	0	0	0.934	3.734	0
K18603	0	0	0	0	2.346	0
K18604	0	0	0	0.538	3.453	0
K18640	0	0	0	0	0	1.071
K18657	0	0	0.641	0	0.904	1.118
K18661	25.988	18.462	15.208	3.956	16.194	26.013
K18672	0	0	0	221.663	25.124	10.762
K18675	35.239	23.17	21.487	1.411	0	0
K18676	0.529	0	0.678	0	0	0
K18678	0	0	0	0	4.042	4.235
K18682	66.314	120.48	78.296	328.694	216.289	199.22
K18688	4.41	2.93	2.59	2.265	10.592	6.324
K18691	0.479	2.699	2.571	3.196	3.023	3.837
K18698	0	0	0.184	0	0	11.757
K18700	2.41	2.866	0	0	5.281	0
K18702	19.828	58.587	95.67	11.162	14.054	12.776
K18707	134.841	163.372	160.539	327.317	230.634	210.403
K18765	0.978	1.536	3.173	0.56	0.194	0
K18778	0	6.321	3.215	0.738	0	1.452
K18779	0	0	0	0	1.987	0
K18785	11.052	27.674	16.63	9.083	25.481	45.713
K18786	0	0.105	0	0.133	0	0
K18790	0	0	0.847	0	0	0
K18795	0.616	2.323	2.984	0	0	0
K18800	10.067	7.402	17.835	1.663	0.671	0.418
K18817	0	0	0	0	0	0.502
K18824	63.734	46.121	25.687	0	0	0
K18825	0	0	1.125	0	0	0
K18827	0	0	0	0	0	0.223
K18828	0	0	0	0	0	1.644
K18829	0	0	0	0	0.909	2.658
K18831	21.418	42.315	21.353	10.544	21.654	47.633
K18841	0	0	0	0	0	2.394
K18850	0.807	0.962	2.841	3.421	4.261	3.089
K18855	0	0	0	0	3.677	0
K18882	0	0	0	0	0	2.53
K18889	17.469	34.035	34.229	24.437	46.399	52.915
K18890	24.062	39.126	37.474	34.532	59.077	55.929
K18893	107.781	99.764	127.302	21.189	52.732	53.869
K18898	0	0	0	0	0	2.072
K18910	0	0	0.813	1.868	0	0.559
K18912	0	0	0	0.631	1.525	1.486
K18916	0	0.275	0.744	0	0	0
K18923	43.224	19.969	32.999	4.854	4.375	7.864
K18927	0.264	0.313	0.169	0.198	0	0
K18928	0	1.145	1.115	1.807	4.903	5.264
K18929	0.465	0.728	0.392	3.454	5.052	4.452
K18930	15.117	9.699	8.351	0.11	0	5.227
K18939	0	10.764	10.563	4.155	5.738	6.124
K18955	7.316	0	3.497	4.111	34.744	46.278
K18958	0	0	0	0	1.69	0
K18974	6.865	12.424	2.982	0.189	0	3.193
K18975	6.922	13.556	3.055	0.228	0	4.638
K18979	56.417	82.474	58.541	49.666	113.968	127.456
K18981	1.155	2.981	0.878	2.165	5.609	5.071
K18983	2.224	4.219	6.574	7.648	9.758	8.885
K18988	0	0	0	0	0	0.873
K18989	11.647	8.229	6.195	1.071	3.626	5.603
K18990	0	1.235	2.926	0.474	2.366	0
K18996	209.133	118.147	97.878	23.946	99.122	108.145
K18997	0	0	0	0.886	2.141	2.806
K19000	0	2.299	7.1	0	0	3.934
K19033	0	0	1.21	1.512	0	0
K19049	0	0	0	0	0.705	0.429
K19055	155.496	79.597	70.347	6.677	44.298	49.958
K19057	1.387	2.458	1.775	0	0	0
K19058	0.739	0.874	3.214	4.218	12.597	12.021
K19060	0	0	0	0	0	1.008
K19062	0	0.329	0	0	0	0
K19068	0	0	0	0	3.022	0
K19091	0	0	0	1.811	1.95	1.128
K19092	13.579	24.209	17.441	14.408	37.686	18.623
K19123	0	0	0	0	0	0.324
K19125	0	0	0	0	0	0.838
K19128	4.249	2.703	3.234	0	0	0
K19129	15.724	11.273	14.058	0	0	0
K19147	0	8.27	0.966	1.751	0	0
K19155	0	0.729	1.393	0	0	0
K19156	154.964	100.291	99.075	10.079	54.04	73.608
K19157	0	0	1.138	0	0	3.389
K19158	25.383	21.686	24.577	1.461	0	2.882
K19159	4.816	9.62	5.439	7.683	3.618	2.549
K19160	0	0	0	0	0	8.991
K19163	1.781	0	0	0	1.462	0
K19165	0	0	0.671	0	0	0
K19166	1.758	9.126	4.534	4.471	12.98	16.463
K19169	0.759	0	0	0.993	1.371	0.589
K19170	0	0	0	0	0	2.495
K19171	0	0	0	0	0	3.079
K19191	47.732	32.884	27.277	14.42	50.456	55.124
K19221	183.908	157.069	173.651	20.554	62.625	55.457
K19222	11.653	3.636	6.207	0.54	2.612	1.682
K19226	0.136	0.642	0.696	0.304	0	0.606
K19227	0	1.364	8.974	0.353	0	0
K19228	10.252	10.263	8.182	0.202	0	0.594
K19229	39.355	19.969	22.88	1.574	0	1.044
K19230	41.343	25.693	36.212	1.087	0	0
K19234	0	0	0	0	0	1.543
K19235	0	0	0	1.763	0	2.213
K19236	0	0	0	0	0	3.246
K19265	19.233	43.439	30.801	20.172	29.561	53.673
K19267	0	0	0	0	4.592	2.475
K19268	0	0	0	1.625	0	0.34
K19270	0.388	0	0.496	0.29	1.408	2.612
K19271	0	0	0	0	0	35.857
K19272	0	0	0	0	0	1.321
K19278	0	0.955	0.382	0	0	0
K19285	0.698	1.238	1.984	0.261	0	0
K19302	0.501	1.682	1.39	4.505	2.828	2.085
K19303	0	0	0	0	0	0.661
K19304	0	0.832	0.225	0.52	0.313	3.026
K19333	0	0	0	0	0	0.685
K19337	30.911	28.264	20.411	4.62	0.999	1.691
K19338	0	0	0	0	0	1.146
K19340	110.04	120.419	110.549	72.118	158.025	162.801
K19341	69.176	63.935	59.427	31.559	61.106	79.759
K19342	0.595	0	1.67	3.177	3.274	9.826
K19344	0	0	0	0	4.134	2.518
K19345	1.755	0	1.033	4.64	0.686	10.139
K19416	65.609	31.408	43.444	5.022	16.168	17.486
K19465	0	0	0	0	2.31	0
K19510	0	0	1.357	0	0	0
K19515	4.726	9.994	2.552	0	1.856	7.226
K19516	7.106	10.695	3.013	0.667	0.751	12.956
K19540	0	0	0	0	0	0.371
K19545	0	0	0	0	0	1.967
K19572	0.95	0	0	0	0	0
K19577	0.545	0.218	0.923	1.781	5.378	8.256
K19585	0	0	0	0	0	0.147
K19591	147.698	119.117	145.652	31.546	57.219	92.251
K19610	0.36	0	0	1.346	0.651	2.377
K19670	1.089	1.731	1.121	5.426	15.487	43.41
K19687	0	0	0.644	0	0	0
K19696	0	0	0.2	0.234	0	0.688
K19707	0	0	0	1.388	4.398	0.67
K19709	0	0	0	0	0	1.878
K19713	0	0.257	0.287	0.682	0.836	0.509
K19714	18.268	51.471	45.487	57.379	96.484	86.665
K19715	2.088	6.515	9.465	12.746	17.973	16.234
K19733	7.031	2.663	0	0	10.924	0
K19736	0	1.016	1.376	0	0	0
K19742	0	0.294	0	0	0	0
K19745	115.361	77.494	67.676	17.598	49.939	65.232
K19777	0	0	0	0	0	1.828
K19784	12.04	8.546	4.957	0.705	5.562	5.78
K19789	12.275	8.217	9.874	2.985	1.568	1.094
K19802	133.567	103.196	155.782	22.925	45.673	59.45
K19803	0	0	0	0	0	3.119
K19804	7.302	5.488	8.026	243.877	35.401	22.527
K19810	0.688	0.542	1.174	1.825	1.968	2.022
K19883	0	0	0.486	0	0	0
K19956	0	2.323	0	0	0	1.187
K20023	0	0	0	0	0	0.841
K20034	0.273	0.163	0	0	0	0
K20035	0.123	0	0	0	0.436	0.795
K20036	0	0	1.154	0	0.967	4.818
K20074	0.431	0.312	0.682	1.591	0.259	0.316
K20117	1.221	0	0	0	0	0
K20118	1.221	0	0	0	0	0
K20201	0.888	0	0	0	0	0
K20215	0	0	0	1.038	6.979	0
K20264	0.789	0.932	0.505	0.589	0	0
K20265	0	0	0	0	0	0.318
K20266	10.723	8.782	10.187	7.708	11.767	28.062
K20444	0.123	0	0	0	0	0.271
K20449	0.87	1.24	0.876	1.18	2.907	0
K20455	34.982	25.576	26.58	6.205	11.621	13.494
K20468	0	0	0	0	3.2	0
K20497	0.713	0	0	0	3.626	0
K20525	22.531	45.957	33.715	28.676	58.256	56.046
K20527	14.591	10.306	9.415	1.772	3.317	0
K20528	5.582	2.104	2.098	0	1.537	0
K20529	0	0	0.508	1.316	1.664	0
K20530	10.684	9.805	5.425	0	7.313	5.725
K20531	10.003	4.481	3.392	1.353	3.135	9.394
K20532	3.673	3.585	2.923	0	0	0
K20533	13.19	6.862	5.632	0	0	0
K20534	134.873	72.198	64.045	5.061	36.38	48.368
K20542	0	0.986	0.934	0.156	0	0.46
K20543	0.352	0.833	0.619	0.329	0	0
K20609	0	0	0	0	0	0.906
K20807	14.54	11.838	8.056	2.006	5.254	6.209
K20814	0.567	0	0	0	13.022	26.772
K20830	0	0	0.91	1.776	0	0
K20862	0	2.026	3.899	2.211	0	0
K20866	0	0	0	0	0.752	0
K20881	0	0.455	0.958	1.937	1.271	2.452
K20885	0	0.264	1.159	0	0	0
K20919	17.189	13.921	15.236	1.789	2.015	0
K20940	0	0	0	1.332	0	0
K20956	0	0	0	0.341	0	0
K20965	19.818	14.18	13.392	0	0	0
K20974	0.112	0	0.287	0.754	1.013	0.493
K20976	0	0	0.635	2.224	0	0
K20977	0	0.15	0.244	1.045	1.371	0
K20978	1.276	0	4.901	0	2.304	0
K20990	1.181	0	1.662	1.058	7.673	7.77
K21001	0	0	0	0	0.298	0
K21006	0.077	0.273	0.197	1.609	0.972	0.338
K21007	0	0.156	0.042	0.589	0.833	0.723
K21008	0	0	0	0.389	0.94	0
K21009	0.339	0.2	0	0.253	2.446	0
K21010	0	0	0	0.356	0.86	1.572
K21011	0.144	0.511	0.185	0.747	0.781	1.268
K21012	0	0	0.313	0.362	1.178	1.049
K21021	0	0	0	0	0	2.457
K21024	0	0.368	0.133	1.008	2.433	0.913
K21025	0	0	1.788	1.56	0.377	0
K21028	0	0	0	0	0	1.146
K21029	3.405	5.7	4.774	1.72	9.593	0.737
K21039	0	0	0	0	0	0.568
K21053	0	0	0.864	0	0	1.029
K21060	0.356	0	0	0.133	0	0
K21062	44.741	95.267	111.699	31.66	104.454	61.188
K21065	6.85	18.926	16.08	5.377	17.539	31.086
K21071	110.134	212.454	101.917	99.974	207.192	212.151
K21085	0	0	0	0	0	6.16
K21086	0	0	0	0	0	3.559
K21087	0	0	0	0	0	2.255
K21090	0	0	0	0	0	3.038
K21147	4.115	5.052	0	0	0	0
K21148	1.549	3.4	1.411	0	10.365	12.204
K21196	0	0	0	0.735	0.865	0
K21217	17.241	9.262	12.847	2.166	0	0
K21218	11.164	7.249	7.926	3.069	1.853	1.692
K21288	0	0.356	0	0	0	0
K21307	33.438	53.715	16.694	16.272	25.032	45.678
K21308	114.881	104.121	52.723	29.422	71.352	78.322
K21309	0	0	0.347	0	0	2.543
K21310	4.641	6.551	3.547	3.488	16.323	7.036
K21393	0	0	0.113	0	0	2.118
K21394	0	0	0	0	0	1.356
K21401	0.182	0	0	0	19.839	21.318
K21405	2.986	0.575	4.08	3.307	0	0
K21416	2.626	1.905	2.545	1.893	6.538	6.229
K21417	4.781	8.418	17.74	6.639	9.454	5.688
K21420	96.257	95.153	122.643	22.508	52.18	41.266
K21430	4.699	11.335	10.557	10.401	10.629	23.421
K21469	0	0	0	0	0	1.909
K21470	8.378	0.936	4.949	0.618	1.395	23.55
K21471	0	0	0	0	0.337	0.325
K21472	8.25	13.263	10.082	5.328	11.484	18.121
K21481	2.014	0	0	0	7.896	0
K21495	100.544	55.577	64.177	4.548	18.111	22.965
K21498	23.428	45.525	20.089	17.606	54.047	91.746
K21511	0	0	0	0	0	0.376
K21512	0	0	0	0	0	0.351
K21563	0	0	1.932	2.719	0.63	2.599
K21564	102.287	65.268	54.526	3.185	31.618	40.907
K21571	0	0	0.105	0.289	0	0
K21572	52.322	72.793	61.98	68.778	157.128	118.147
K21573	0	2.246	2.767	4.89	6.239	0
K21574	0	0	0	0	5.09	0
K21575	0	0.138	0	0.094	0	0
K21600	19.885	13.127	17.787	157.849	26.966	10.821
K21606	11.656	5.575	4.538	0.389	0	0
K21620	42.961	27.583	26.354	5.683	25.445	21.4
K21624	0	0	0	1.277	3.941	0
K21636	32.417	26.868	20.487	8.997	13.83	10.635
K21645	145.397	91.492	76.253	10.231	55.139	80.101
K21686	117.965	109.711	159.806	28.478	81.535	76.482
K21698	0	0	0	0	0	1.237
K21699	4.665	0	0	0	0	0
K21700	0	0	1.11	0	0	0
K21703	0	0	0	2.742	8.521	0
K21738	0	0	0	0.143	1.385	0
K21739	0	0	0	0	0	1.123
K21742	0	0	0	0	0	0.562
K21757	0	0	0.34	0.596	0.96	0
K21826	172.322	85.967	73.154	5.237	53.192	53.315
K21832	86.427	48.935	44.428	2.873	28.032	21.555
K21883	0	0	0	0	2.045	0
K21885	0	0	0.792	0	0	0
K21901	0	0	0	0	0	3.46
K21903	8.19	7.851	3.241	7.459	23.748	18.546
K21905	0	0	0	0	0	0.652
K21906	0	0	0	0	0	2.279
K21907	0	0	0	0	0	1.162
K21911	1.007	2.398	0	0	3.729	4.305
K21929	95.038	45.509	44.299	7.447	34.174	43.144
K21936	0.642	0.939	1.529	0.237	0	0
K21947	0	0	0	0	5.932	0
K21948	0	1.354	0	0	0	1.186
K21949	0	0	0	0.175	1.242	0.515
K21967	0	0	0	0	0	0.884
K21968	0	0	0	0	0	0.784
K21972	0	0	0	0	0	2.267
K21973	0	1.583	1.111	0	0	0.414
K21990	0	0	1.613	1.131	3.185	1.12
K22010	2.854	2.437	1.054	0	4.42	5.797
K22015	0	0	0	0	0	4.21
K22025	0	0	0	0.646	0	0
K22041	0	0	0	0	0	1.821
K22042	28.678	13.736	21.22	4.568	1.934	0
K22081	123.581	72.733	65.543	6.452	34.427	51.737
K22082	152.799	79.136	79.021	8.543	37.091	44.514
K22083	37.021	19.053	11.955	7.783	32.255	43.138
K22104	0	0	0	0	0	0.695
K22105	20.319	11.599	15.457	4.108	3.59	0
K22107	1.45	0	0	0	0.654	0
K22109	0	0	0.773	0	0	0
K22110	0	0	0	0	0	1.62
K22116	0.136	0	0	0	0	0
K22130	6.667	3.605	3.857	4.642	13.77	17.807
K22131	124.523	90.643	113.027	14.826	31.383	45.011
K22132	0	1.114	1.985	186.296	29.116	19.058
K22136	0	0	0	0	0.25	0.308
K22169	0	2.143	0	1.321	8.069	0
K22186	3.991	5.167	2.289	6.223	17.204	18.225
K22187	18.493	14.717	11.605	4.997	16.114	15.528
K22205	0	0	0	0	0	2.097
K22209	3.1	2.766	1.152	0	6.286	8.09
K22215	0	0	0.412	0	5.686	6.706
K22216	1.694	0	1.852	2.47	3.735	11.805
K22278	0	2.921	1.054	2.017	3.497	0
K22292	0	0	0.496	0.579	0	0
K22299	3.551	3.312	3.153	3.155	2.566	7.828
K22300	4.265	9.938	2.207	0	3.381	12.18
K22317	0	0	0.285	0	0	0
K22318	0.265	0.626	0.339	0	0	0
K22319	0.514	0.607	0.082	0	0	0
K22320	0.209	0	0	0.156	0	0
K22342	5.119	2.461	2.818	2.117	2.804	7.276
K22343	88.827	61.055	45.375	3.023	24.14	30.678
K22344	51.757	39.593	29.283	0	17.414	14.128
K22348	5.864	5.134	4.008	4.541	16.78	15.024
K22397	0	0	0	0.191	0	0
K22441	0.546	0	1.451	0	0	1.191
K22443	63.92	37.206	32.615	5.058	18.063	23.513
K22444	0	0	0	0	0	0.539
K22447	3.14	3.373	0	4.389	16.302	0
K22452	0.204	0.243	0.394	1.078	2.422	0.454
K22466	1.803	3.982	0.91	0	0	4.261
K22468	252.961	257.567	251.669	79.359	193.296	271.752
K22486	0	0	0	0	0	0.928
K22491	0	0	2.878	0	0	0
K22515	36.534	56.424	91.517	22.866	40.078	48.739
K22548	24.437	42.91	73.673	18.222	29.892	42.69
K22551	34.711	21.783	23.135	14.174	37.887	51.834
K22579	11.096	0	4.996	0	3.671	0
K22597	0	0	0	0	0	1.151
K22617	0.299	0	0.191	1.117	1.62	1.315
K22622	23.418	9.946	12.794	2.169	4.984	6.305
K22650	0	0	0	0	0	3.331
K22696	1.426	0	1.827	3.722	3.866	0
K22699	1.517	0	0	0.493	3.689	0
K22719	0.632	0.481	0.135	2.923	1.9	1.322
K22736	39.84	61.16	33.968	23.535	71.964	70.497
K22737	104.171	54.708	57.404	9.188	44.413	51.65
K22757	7.055	14.414	14.61	7.93	29.362	11.701
K22881	0	0	0.598	0.699	8.925	0
K22899	0	0.335	0	0	0	0
K22900	6.99	7.03	6.052	2.281	1.789	3.042
