Taxonomy	CK_Day10	CK_Day25	AOM_Day10	AD_Day10	AOM_Day25	AD_Day25
OTU2365	0	1	0	0	0	0
OTU2366	0	0	0	0	0	0
OTU2367	0	0	0	0	0	0
OTU2368	0	0	0	0	0	0
OTU2369	0	0	0	0	0	0
OTU2370	0	0	0	0	0	0
OTU2371	0	0	0	0	0	0
OTU2372	0	0	0	0	0	0
OTU2373	0	0	0	0	0	0
OTU2374	0	1	0	0	0	0
OTU2375	0	1	0	0	0	0
OTU2376	0	0	0	0	0	0
OTU2377	0	0	0	0	0	0
OTU2378	0	0	0	0	0	0
OTU2379	0	1	0	0	0	0
OTU2380	0	0	0	0	0	0
OTU2381	0	0	0	0	0	0
OTU2382	0	0	0	0	0	0
OTU2383	0	0	0	0	0	0
OTU2384	0	0	0	0	0	0
OTU2385	0	0	0	0	0	0
OTU2386	0	0	0	0	0	0
OTU2387	0	0	0	0	0	0
OTU2388	0	0	0	0	0	0
OTU2389	0	0	0	0	0	0
OTU2390	0	0	0	0	0	0
OTU2391	0	0	0	0	0	0
OTU2392	0	0	0	0	0	0
OTU2393	0	0	0	0	0	0
OTU2394	0	0	0	0	0	0
OTU2395	0	0	0	0	0	0
OTU2396	0	0	0	0	0	0
OTU2397	0	0	0	0	0	0
OTU2398	0	0	0	0	0	0
OTU2399	0	0	0	0	0	0
OTU2400	0	1	0	0	0	0
OTU2401	0	0	0	0	0	0
OTU2402	0	0	0	0	0	0
OTU2403	0	0	0	0	0	0
OTU2404	0	0	0	0	0	0
OTU2405	0	1	0	0	0	0
OTU2406	0	0	0	0	0	0
OTU2407	0	0	0	0	0	0
OTU2408	0	0	0	0	0	0
OTU2409	0	0	0	0	0	0
OTU2410	0	0	0	0	0	0
OTU2411	0	0	0	0	0	0
OTU2412	0	0	0	0	0	0
OTU2413	0	0	0	0	0	0
OTU2414	0	0	0	0	0	0
OTU2415	0	0	0	0	0	0
OTU2416	0	0	0	0	0	0
OTU2417	0	0	0	0	0	0
OTU2418	0	1	0	0	0	0
OTU2419	0	0	0	0	0	0
OTU2420	0	0	0	0	0	0
OTU2421	0	1	0	0	0	0
OTU2422	0	0	0	0	0	0
OTU2423	0	0	0	0	0	0
OTU2424	0	0	0	0	0	0
OTU2425	0	0	0	0	0	0
OTU2426	0	0	0	0	0	0
OTU2427	0	0	0	0	0	0
OTU2428	0	1	0	0	0	0
OTU2429	0	0	0	0	0	0
OTU2430	0	0	0	0	0	0
OTU2431	0	0	0	0	0	0
OTU2432	0	0	0	0	0	0
OTU2433	0	0	0	0	0	0
OTU2434	0	0	0	0	0	0
OTU2435	0	0	0	0	0	0
OTU2436	0	0	0	0	0	0
OTU2437	0	0	0	0	0	0
OTU2438	0	0	0	0	0	0
OTU2439	0	0	0	0	0	0
OTU2440	0	0	0	0	0	0
OTU2441	0	0	0	0	0	0
OTU2442	0	0	0	0	0	0
OTU2443	0	1	0	0	0	0
OTU2444	0	0	0	0	0	0
OTU2445	0	0	0	0	0	0
OTU2446	0	0	0	0	0	0
OTU2447	0	0	0	0	0	0
OTU2448	0	0	0	0	0	0
OTU2449	0	1	0	0	0	0
OTU2450	0	0	0	0	0	0
OTU2451	0	0	0	0	0	0
OTU2452	0	0	0	0	0	0
OTU2453	0	0	0	0	0	0
OTU2454	0	0	0	0	0	0
OTU2455	0	0	0	0	0	0
OTU2456	0	0	0	0	0	0
OTU2457	0	1	0	0	0	0
OTU2458	0	0	0	0	0	0
OTU2459	0	0	0	0	0	0
OTU2460	0	0	0	0	0	0
OTU2461	0	0	0	0	0	0
OTU2462	0	0	0	0	0	0
OTU2463	0	0	0	0	0	0
OTU2464	0	0	0	0	0	0
OTU2465	0	0	0	0	0	0
OTU2466	0	0	0	0	0	0
OTU2467	0	0	0	0	0	0
OTU2468	0	1	0	0	0	0
OTU2469	0	0	0	0	0	0
OTU2470	0	0	0	0	0	0
OTU2471	0	0	0	0	0	0
OTU2472	0	0	0	0	0	0
OTU2473	0	0	0	0	0	0
OTU2474	0	0	0	0	0	0
OTU2475	0	0	0	0	0	0
OTU2476	0	0	0	0	0	0
OTU2477	0	0	0	0	0	0
OTU2478	0	0	0	0	0	0
OTU2479	0	0	0	0	0	0
OTU2480	0	0	0	0	0	0
OTU2481	0	0	0	0	0	0
OTU2482	0	0	0	0	0	0
OTU2483	0	0	0	0	0	0
OTU2484	0	0	0	0	0	0
OTU2485	0	0	0	0	0	0
OTU2486	0	0	0	0	0	0
OTU2487	0	0	0	0	0	0
OTU2488	0	0	0	0	0	0
OTU2489	0	0	0	0	0	0
OTU2490	0	0	0	0	0	0
OTU2491	0	0	0	0	0	0
OTU2492	0	0	0	0	0	0
OTU2493	0	0	0	0	0	0
OTU2494	0	0	0	0	0	0
OTU2495	0	1	0	0	0	0
OTU2496	0	0	0	0	0	0
OTU2497	0	0	0	0	0	0
OTU2498	0	0	0	0	0	0
OTU2499	0	0	0	0	0	0
OTU2500	0	0	0	0	0	0
OTU2501	0	0	0	0	0	0
OTU2502	0	0	0	0	0	0
OTU2503	0	0	0	0	0	0
OTU2504	0	0	0	0	0	0
OTU2505	0	0	0	0	0	0
OTU2506	0	0	0	0	0	0
OTU2507	0	0	0	0	0	0
OTU2508	0	0	0	0	0	0
OTU2509	0	0	0	0	0	0
OTU2510	0	0	0	0	0	0
OTU2511	0	0	0	0	0	0
OTU2512	0	0	0	0	0	0
OTU2513	0	0	0	0	0	0
OTU2514	0	1	0	0	0	0
OTU2515	0	0	0	0	0	0
OTU2516	0	0	0	0	0	0
OTU2517	0	0	0	0	0	0
OTU2518	0	0	0	0	0	0
OTU2519	0	0	0	0	0	0
OTU2520	0	0	0	0	0	0
OTU2521	0	0	0	0	0	0
OTU2522	0	0	0	0	0	0
OTU2523	0	0	0	0	0	0
OTU2524	0	0	0	0	0	0
OTU2525	0	0	0	0	0	0
OTU2526	0	1	0	0	0	0
OTU2527	0	0	0	0	0	0
OTU2528	0	0	0	0	0	0
OTU2529	0	0	0	0	0	0
OTU2530	0	0	0	0	0	0
OTU2531	0	0	0	0	0	0
OTU2532	0	1	0	0	0	0
OTU2533	0	0	0	0	0	0
OTU2534	0	0	0	0	0	0
OTU2535	0	1	0	0	0	0
OTU2536	0	0	0	0	0	0
OTU2537	0	0	0	0	0	0
OTU2538	0	0	0	0	0	0
OTU2539	0	0	0	0	0	0
OTU2540	0	0	0	0	0	0
OTU2541	0	0	0	0	0	0
OTU2542	0	0	0	0	0	0
OTU2543	0	0	0	0	0	0
OTU2544	0	1	0	0	0	0
OTU2545	0	0	0	0	0	0
OTU2546	0	0	0	0	0	0
OTU2547	0	0	0	0	0	0
OTU2548	0	0	0	0	0	0
OTU2549	0	0	0	0	0	0
OTU2550	0	0	0	0	0	0
OTU2551	0	0	0	0	0	0
OTU2552	0	0	0	0	0	0
OTU2553	0	0	0	0	0	0
OTU2554	0	0	0	0	0	0
OTU2555	0	0	0	0	0	0
OTU2556	0	0	0	0	0	0
OTU2557	0	1	0	0	0	0
OTU2558	0	0	0	0	0	0
OTU2559	0	0	0	0	0	0
OTU2560	0	0	0	0	0	0
OTU2561	0	0	0	0	0	0
OTU2562	0	0	0	0	0	0
OTU2563	0	0	0	0	0	0
OTU2564	0	0	0	0	0	0
OTU2565	0	0	0	0	0	0
OTU2566	0	0	0	0	0	0
OTU2567	0	1	0	0	0	0
OTU2568	0	0	0	0	0	0
OTU2569	0	0	0	0	0	0
OTU2570	0	0	0	0	0	0
OTU2571	0	0	0	0	0	0
OTU2572	0	0	0	0	0	0
OTU2573	0	0	0	0	0	0
OTU2574	0	0	0	0	0	0
OTU2575	0	0	0	0	0	0
OTU2576	0	0	0	0	0	0
OTU2577	0	0	0	0	0	0
OTU2578	0	0	0	0	0	0
OTU2579	0	0	0	0	0	0
OTU2580	0	0	0	0	0	0
OTU2581	0	0	0	0	0	0
OTU2582	0	1	0	0	0	0
OTU2583	0	0	0	0	0	0
OTU2584	0	0	0	0	0	0
OTU2585	0	0	0	0	0	0
OTU2586	0	1	0	0	0	0
OTU2587	0	0	0	0	0	0
OTU2588	0	0	0	0	0	0
OTU2589	0	0	0	0	0	0
OTU2590	0	0	0	0	0	0
OTU2591	0	0	0	0	0	0
OTU2592	0	0	0	0	0	0
OTU2593	0	0	0	0	0	0
OTU2594	0	1	0	0	0	0
OTU2595	0	1	0	0	0	0
OTU2596	0	0	0	0	0	0
OTU2597	0	0	0	0	0	0
OTU2598	0	0	0	0	0	0
OTU2599	0	0	0	0	0	0
OTU2600	0	0	0	0	0	0
OTU2601	0	0	0	0	0	0
OTU2602	0	0	0	0	0	0
OTU2603	0	0	0	0	0	0
OTU2604	0	0	0	0	0	0
OTU2605	0	0	0	0	0	0
OTU2606	0	0	0	0	0	0
OTU2607	0	0	0	0	0	0
OTU2608	0	0	0	0	0	0
OTU2609	0	1	0	0	0	0
OTU2610	0	0	0	0	0	0
OTU2611	0	0	0	0	0	0
OTU2612	0	0	0	0	0	0
OTU2613	0	0	0	0	0	0
OTU2614	0	0	0	0	0	0
OTU2615	0	0	0	0	0	0
OTU2616	0	0	0	0	0	0
OTU2617	0	0	0	0	0	0
OTU2618	0	0	0	0	0	0
OTU2619	0	0	0	0	0	0
OTU2620	0	0	0	0	0	0
OTU2621	0	1	0	0	0	0
OTU2622	0	0	0	0	0	0
OTU2623	0	0	0	0	0	0
OTU2624	0	0	0	0	0	0
OTU2625	0	0	0	0	0	0
OTU2626	0	0	0	0	0	0
OTU2627	0	0	0	0	0	0
OTU2628	0	1	0	0	0	0
OTU2629	0	0	0	0	0	0
OTU2630	0	0	0	0	0	0
OTU2631	0	0	0	0	0	0
OTU2632	0	0	0	0	0	0
OTU2633	0	0	0	0	0	0
OTU2634	0	1	0	0	0	0
OTU2635	0	0	0	0	0	0
OTU2636	0	0	0	0	0	0
OTU2637	0	1	0	0	0	0
OTU2638	0	0	0	0	0	0
OTU2639	0	0	0	0	0	0
OTU2640	0	0	0	0	0	0
OTU2641	0	0	0	0	0	0
OTU2642	0	0	0	0	0	0
OTU2643	0	0	0	0	0	0
OTU2644	0	1	0	0	0	0
OTU2645	0	0	0	0	0	0
OTU2646	0	0	0	0	0	0
OTU2647	0	0	0	0	0	0
OTU2648	0	0	0	0	0	0
OTU2649	0	0	0	0	0	0
OTU2650	0	0	0	0	0	0
OTU2651	0	0	0	0	0	0
OTU2652	0	0	0	0	0	0
OTU2653	0	0	0	0	0	0
OTU2654	0	0	0	0	0	0
OTU2655	0	0	0	0	0	0
OTU2656	0	0	0	0	0	0
OTU2657	0	0	0	0	0	0
OTU2658	0	0	0	0	0	0
OTU2659	0	0	0	0	0	0
OTU2660	0	0	0	0	0	0
OTU2661	0	0	0	0	0	0
OTU2662	0	1	0	0	0	0
OTU2663	0	0	0	0	0	0
OTU2664	0	0	0	0	0	0
OTU2665	0	0	0	0	0	0
OTU2666	0	0	0	0	0	0
OTU2667	0	1	0	0	0	0
OTU2668	0	0	0	0	0	0
OTU2669	0	0	0	0	0	0
OTU2670	0	0	0	0	0	0
OTU2671	0	0	0	0	0	0
OTU2672	0	0	0	0	0	0
OTU2673	0	0	0	0	0	0
OTU2674	0	0	0	0	0	0
OTU2675	0	0	0	0	0	0
OTU2676	0	0	0	0	0	0
OTU2677	0	0	0	0	0	0
OTU2678	0	0	0	0	0	0
OTU2679	0	0	0	0	0	0
OTU2680	0	0	0	0	0	0
OTU2681	0	0	0	0	0	0
OTU2682	0	0	0	0	0	0
OTU2683	0	0	0	0	0	0
OTU2684	0	1	0	0	0	0
OTU2685	0	0	0	0	0	0
OTU2686	0	1	0	0	0	0
OTU2687	0	0	0	0	0	0
OTU2688	0	0	0	0	0	0
OTU2689	0	0	0	0	0	0
OTU2690	0	0	0	0	0	0
OTU2691	0	0	0	0	0	0
OTU2692	0	0	0	0	0	0
OTU2693	0	0	0	0	0	0
OTU2694	0	0	0	0	0	0
OTU2695	0	0	0	0	0	0
OTU2696	0	0	0	0	0	0
OTU2697	0	0	0	0	0	0
OTU2698	0	0	0	0	0	0
OTU2699	0	0	0	0	0	0
OTU2700	0	0	0	0	0	0
OTU2701	0	0	0	0	0	0
OTU2702	0	0	0	0	0	0
OTU2703	0	0	0	0	0	0
OTU2704	0	0	0	0	0	0
OTU2705	0	0	0	0	0	0
OTU2706	0	0	0	0	0	0
OTU2707	0	0	0	0	0	0
OTU2708	0	0	0	0	0	0
OTU2709	0	0	0	0	0	0
OTU2710	0	0	0	0	0	0
OTU2711	0	0	0	0	0	0
OTU2712	0	0	0	0	0	0
OTU2713	0	0	0	0	0	0
OTU2714	0	0	0	0	0	0
OTU2715	0	0	0	0	0	0
OTU2716	0	0	0	0	0	0
OTU2717	0	1	0	0	0	0
OTU2718	0	0	0	0	0	0
OTU2719	0	0	0	0	0	0
OTU2720	0	0	0	0	0	0
OTU2721	0	0	0	0	0	0
OTU2722	0	0	0	0	0	0
OTU2723	0	0	0	0	0	0
OTU2724	0	0	0	0	0	0
OTU2725	0	0	0	0	0	0
OTU2726	0	0	0	0	0	0
OTU2727	0	0	0	0	0	0
OTU2728	0	0	0	0	0	0
OTU2729	0	1	0	0	0	0
OTU2730	0	1	0	0	0	0
OTU2731	0	0	0	0	0	0
OTU2732	0	0	0	0	0	0
OTU2733	0	0	0	0	0	0
OTU2734	0	0	0	0	0	0
OTU2735	0	1	0	0	0	0
OTU2736	0	1	0	0	0	0
OTU2737	0	0	0	0	0	0
OTU2738	0	0	0	0	0	0
OTU2739	0	0	0	0	0	0
OTU2740	0	0	0	0	0	0
OTU2741	0	0	0	0	0	0
OTU2742	0	0	0	0	0	0
OTU2743	0	0	0	0	0	0
OTU2744	0	0	0	0	0	0
OTU2745	0	0	0	0	0	0
OTU2746	0	0	0	0	0	0
OTU2747	0	0	0	0	0	0
OTU2748	0	1	0	0	0	0
OTU2749	0	1	0	0	0	0
OTU2750	0	1	0	0	0	0
OTU2751	0	1	0	0	0	0
OTU2752	0	1	0	0	0	0
OTU2753	0	1	0	0	0	0
OTU2754	0	1	0	0	0	0
OTU2755	0	1	0	0	0	0
OTU2756	0	1	0	0	0	0
OTU2757	0	1	0	0	0	0
OTU2758	0	1	0	0	0	0
OTU2759	0	1	0	0	0	0
OTU2760	0	1	0	0	0	0
OTU2761	0	1	0	0	0	0
OTU2762	0	1	0	0	0	0
OTU2763	0	1	0	0	0	0
OTU2764	0	1	0	0	0	0
OTU2765	0	1	0	0	0	0
OTU2766	0	1	0	0	0	0
OTU2767	0	1	0	0	0	0
OTU2768	0	1	0	0	0	0
OTU2769	0	1	0	0	0	0
OTU2770	0	1	0	0	0	0
OTU2771	0	1	0	0	0	0
OTU2772	0	1	0	0	0	0
OTU2773	0	1	0	0	0	0
OTU2774	0	1	0	0	0	0
OTU2775	0	1	0	0	0	0
OTU2776	0	1	0	0	0	0
OTU2777	0	1	0	0	0	0
OTU2778	0	1	0	0	0	0
OTU2779	0	1	0	0	0	0
OTU2780	0	1	0	0	0	0
OTU2781	0	1	0	0	0	0
OTU2782	0	1	0	0	0	0
OTU2783	0	1	0	0	0	0
OTU2784	0	1	0	0	0	0
OTU2785	0	1	0	0	0	0
OTU2786	0	1	0	0	0	0
OTU2787	0	1	0	0	0	0
OTU2788	0	1	0	0	0	0
OTU2789	0	1	0	0	0	0
OTU2790	0	1	0	0	0	0
OTU2791	0	1	0	0	0	0
OTU2792	0	1	0	0	0	0
OTU2793	0	1	0	0	0	0
OTU2794	0	1	0	0	0	0
OTU2795	0	1	0	0	0	0
OTU2796	0	1	0	0	0	0
OTU2797	0	1	0	0	0	0
OTU2798	0	1	0	0	0	0
OTU2799	0	1	0	0	0	0
OTU2800	0	1	0	0	0	0
OTU2801	0	1	0	0	0	0
OTU2802	0	1	0	0	0	0
OTU2803	0	1	0	0	0	0
OTU2804	0	1	0	0	0	0
OTU2805	0	1	0	0	0	0
OTU2806	0	1	0	0	0	0
OTU2807	0	1	0	0	0	0
OTU2808	0	1	0	0	0	0
OTU2809	0	1	0	0	0	0
OTU2810	0	1	0	0	0	0
OTU2811	0	1	0	0	0	0
OTU2812	0	1	0	0	0	0
OTU2813	0	1	0	0	0	0
OTU2814	0	1	0	0	0	0
OTU2815	0	1	0	0	0	0
OTU2816	0	1	0	0	0	0
OTU2817	0	1	0	0	0	0
OTU2818	0	1	0	0	0	0
OTU2819	0	1	0	0	0	0
OTU2820	0	1	0	0	0	0
OTU2821	0	1	0	0	0	0
OTU2822	0	1	0	0	0	0
OTU2823	0	1	0	0	0	0
OTU2824	0	1	0	0	0	0
OTU2825	0	1	0	0	0	0
OTU2826	0	1	0	0	0	0
OTU2827	0	1	0	0	0	0
OTU2828	0	1	0	0	0	0
OTU2829	0	1	0	0	0	0
OTU2830	0	1	0	0	0	0
OTU2831	0	1	0	0	0	0
OTU2832	0	1	0	0	0	0
OTU2833	0	1	0	0	0	0
OTU2834	0	1	0	0	0	0
OTU2835	0	1	0	0	0	0
OTU2836	0	1	0	0	0	0
OTU2837	0	1	0	0	0	0
OTU2838	0	1	0	0	0	0
OTU2839	0	1	0	0	0	0
OTU2840	0	1	0	0	0	0
OTU2841	0	1	0	0	0	0
OTU2842	0	1	0	0	0	0
OTU2843	0	1	0	0	0	0
OTU2844	0	1	0	0	0	0
OTU2845	0	1	0	0	0	0
OTU2846	0	1	0	0	0	0
OTU2847	0	1	0	0	0	0
OTU2848	0	1	0	0	0	0
OTU2849	0	1	0	0	0	0
OTU2850	0	1	0	0	0	0
OTU2851	0	1	0	0	0	0
OTU2852	0	1	0	0	0	0
OTU2853	0	1	0	0	0	0
OTU2854	0	1	0	0	0	0
OTU2855	0	1	0	0	0	0
OTU2856	0	1	0	0	0	0
OTU2857	0	1	0	0	0	0
OTU2858	0	1	0	0	0	0
OTU2859	0	1	0	0	0	0
OTU2860	0	1	0	0	0	0
OTU2861	0	1	0	0	0	0
OTU2862	0	1	0	0	0	0
