#OTUID	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
NCBI1176587	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1176646	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI1176649	0	3	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	9	0	0	4	0	0	0	0	0	6	0	0
NCBI1177574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
NCBI1177712	16	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
NCBI1178024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI1178482	0	0	0	0	0	0	1	2	2	0	0	8	0	4	0	4	0	0	0	0	0	5	9	0	0	0	6	2	0	0
NCBI1178516	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
NCBI1178778	5629	4727	876	8849	5578	5200	3266	1220	4953	8039	6998	7538	6426	4318	4038	4793	7697	1817	1044	5155	1161	3738	6171	4183	4025	5450	4272	3331	5904	1978
NCBI117911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NCBI1179670	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1179672	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1179673	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	2	0	0	0	0	0	24	0	0
NCBI1179675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1179815	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0
NCBI118060	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1181493	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	3	0	3	3	1	1
NCBI1181550	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1181565	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI118163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NCBI118164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0
NCBI1182306	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI118323	2	0	0	2	1	0	0	0	0	6	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	1	1	0	0	0
NCBI1183413	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	5	0	0
NCBI1185412	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	2	2	0	2	0	0	0	1	0	1
NCBI118562	0	0	0	0	0	0	0	0	27	0	0	0	0	0	9	21	0	0	27	0	0	0	9	3	0	0	0	0	0	0
NCBI1188315	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1188319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
NCBI119	9	2	0	0	3	8	25	0	17	96	0	16	2	68	4	122	20	1	2	2	5	0	25	271	26	14	19	20	1	0
NCBI119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
NCBI1190508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NCBI1190813	20	7	8	14	0	4	8	8	0	19	0	23	3	17	24	0	39	6	5	20	0	5	2	3	3	20	4	9	2	11
NCBI1191459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
NCBI1192162	2	2	3	0	0	0	0	5	0	0	9	0	0	1	0	0	0	0	2	0	9	1	0	0	0	2	0	5	0	0
NCBI119219	0	797	0	1271	150	0	0	0	0	640	0	760	0	96	426	0	935	0	0	486	0	46	0	0	0	0	0	0	0	0
NCBI1193095	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI119348	5	0	14	2	2	1	0	0	0	3	6	13	6	1	3	3	3	0	8	4	7	0	0	1	3	1	3	0	0	4
NCBI1193713	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1194192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NCBI119484	2	1	9	3	4	0	0	3	1	8	4	8	0	0	1	0	0	20	0	2	1	3	0	1	3	2	0	0	11	12
NCBI1195840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1195845	107	813	30	449	283	204	7	141	216	0	68	273	43	64	379	584	319	0	0	160	175	0	266	69	115	117	113	59	96	0
NCBI1195848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NCBI1196095	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	14	0
NCBI1197460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
NCBI1197717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI1198316	1	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3	2	0	0	0	1	0	0	1	2	0
NCBI119864	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
NCBI1199097	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0
NCBI120	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NCBI120107	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI120182	0	0	0	1	0	0	0	8	0	0	0	0	2	0	0	3	0	7	1	0	2	0	0	0	0	0	0	0	0	0
NCBI1202494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1204385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1208308	0	0	61226	0	0	0	0	57983	40	0	66846	0	126967	0	0	63	0	6805	28238	0	52330	135259	352	0	0	0	0	0	0	11456
NCBI1208324	2713	342	306	553	1292	2021	849	313	307	488	316	667	455	864	388	1021	446	306	428	676	223	337	609	1155	913	2049	1243	956	2308	435
NCBI120858	0	98	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	173	0	183	0	0	0	0	0	505	0	0	203	0
NCBI120965	126	76	102	32	153	43	58	280	41	230	0	243	36	74	40	110	377	274	370	233	248	17	250	0	80	55	64	65	139	189
NCBI1210884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1211	46	73	85	152	0	97	0	0	0	239	0	147	0	0	118	80	0	100	0	0	0	0	77	27	0	63	0	0	118	0
NCBI1211322	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1211326	1	0	0	0	1	0	0	0	0	2	0	0	6	0	0	0	0	3	0	0	4	0	0	2	0	1	0	0	0	2
NCBI121292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
NCBI121428	0	17	42	0	40	208	0	56	0	36	13	15	15	0	108	86	51	17	80	0	0	0	0	0	0	0	0	0	86	66
NCBI1215031	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1215089	8	2	13	11	65	29	389	5	108	0	42	0	147	103	1	29	0	1	0	6	27	41	107	147	144	11	541	237	0	3
NCBI1216932	0	1	0	0	0	0	5	0	0	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI121719	1611	353	929	641	1663	10362	746	875	257	1419	551	607	673	572	642	651	1055	723	916	1442	421	142	200	1452	897	2457	1741	840	1145	324
NCBI1217908	73	4	6	9	83	61	93	5	28	12	23	23	21	110	8	27	19	4	5	56	7	34	19	97	90	69	124	104	90	2
NCBI1218801	122	15	0	15	46	69	195	3	12	19	6	8	11	30	10	12	8	5	4	140	4	19	18	39	60	78	80	66	101	6
NCBI1219491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI122	5646	71870	99992	45621	1303	5559	1170	161566	1055	8875	25827	6751	27741	1334	92887	634	8428	214821	112463	765	114838	14539	1539	1232	497	1545	1552	1456	782	54017
NCBI1221004	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1221367	0	147	0	0	14	0	3	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1221500	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0
NCBI1223514	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI122358	0	2	0	1	6	3	0	0	0	0	0	2	0	0	0	0	0	0	3	6	0	1	0	8	0	19	6	0	5	0
NCBI1225769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1226757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2
NCBI1226968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI122724	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1227546	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
NCBI1229	136	208	208	217	155	210	45	689	81	222	397	179	309	109	123	79	281	969	809	136	505	94	68	91	91	218	118	78	191	546
NCBI1229727	5428	1724	6665	2658	3142	2524	1914	5182	1745	1594	6090	1196	14255	2399	4051	4307	1159	2251	4463	3150	7941	8665	4177	2158	3042	4628	2599	1791	6480	2092
NCBI1230341	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1231	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
NCBI1231049	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1232575	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1232667	0	0	0	447	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	281	0	277	0	0	128
NCBI1234680	0	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
NCBI1235591	1	0	0	5	2	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	0	2	5	0	0	0	6
NCBI1238	0	6	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI123899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	53	0
NCBI1239307	0	2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1239415	1749	58	51	176	1470	1236	1760	12	13	31	64	59	27	1281	56	15	36	15	13	1720	17	91	8	2047	1144	1876	1760	1779	1847	16
NCBI1239464	1	4	1	3	1	0	2	1	2	0	0	3	1	1	1	0	0	4	0	2	2	3	2	0	0	2	1	1	2	1
NCBI1239498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1239501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NCBI1240598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI1241978	0	0	0	0	0	0	0	943	184	0	0	0	0	0	0	0	0	465	1085	0	0	114	0	0	0	0	0	0	0	0
NCBI1241979	7	15	0	0	0	0	2	0	5	0	14	0	20	0	0	18	0	0	8	3	0	0	9	1	0	0	3	2	0	0
NCBI1244	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	2	0	0	139	0	0	1	0	0	0	0	0	0	0	0
NCBI1245	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	5	0	0	5	0	0	7	0	3	0	0	0	0	0	4
NCBI1245526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1245985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
NCBI1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NCBI1246068	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	0	3	3	0	3	6	0	0
NCBI1248727	0	9	0	0	3	0	3	23	0	3	0	0	0	2	0	0	0	24	40	0	8	1	0	0	0	0	0	0	3	10
NCBI1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	4	0	0	0	0
NCBI1249101	0	2	0	1	38	0	6	0	0	0	1	2	0	0	1	0	0	0	2	3	9	0	0	41	0	0	0	10	0	7
NCBI1249552	4	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	2	2	0	0
NCBI125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCBI1250161	0	0	0	362	0	144	66	0	0	0	0	0	0	0	611	0	877	0	0	0	0	0	0	0	0	137	69	0	0	0
NCBI1250205	7	6	4	4	2	20	8	1	9	3	12	1	14	0	4	0	6	0	1	5	0	15	17	8	0	0	12	17	0	0
NCBI1250295	69	30	6	50	62	51	68	11	45	35	51	26	32	51	19	61	30	11	6	56	9	40	141	81	73	56	79	50	94	21
NCBI1250400	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1250539	342	50	44	248	345	951	261	51	142	94	39	15	112	330	42	213	98	25	15	118	30	47	158	255	218	858	409	299	902	28
NCBI1252	0	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1254	6	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	3	0	0	0	0	2	8	0	2	13	0
NCBI1255	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI1256015	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	6	6	12	0
NCBI1256540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256543	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
NCBI1256547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256550	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256558	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256562	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCBI1256563	3	10	13	5	3	3	2	12	5	3	3	3	11	4	9	5	6	4	22	5	8	4	6	5	3	1	2	0	2	4
NCBI1256570	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
NCBI1256581	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI1256587	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NCBI1256590	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI1257021	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCBI125881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1259844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1260	0	1	9	3	0	0	0	3	0	3	0	5	0	0	0	13	0	0	9	3	0	4	2	31	62	0	0	0	0	0
NCBI1264	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1265445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NCBI1265536	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1266052	54	5	1	12	9	4	0	0	1	3	2	8	1	2	4	0	11	2	0	37	0	7	0	4	5	20	5	1	15	0
NCBI126673	174	46	9	17	880	32	55	50	30	27	4	39	9	390	66	26	40	7	36	81	31	4	24	105	15	203	69	7	280	24
NCBI1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1267217	44	0	0	0	0	0	0	31	0	0	0	11	0	0	0	0	0	0	37	0	0	0	0	0	0	0	32	0	0	0
NCBI1267766	0	7	5	9	0	0	5	0	5	40	10	8	0	6	23	6	16	0	8	7	0	7	13	7	0	0	6	21	0	0
NCBI1267768	8842	1215	3270	2722	6737	4954	2250	3530	932	1316	3330	1063	10991	2784	2812	3862	1499	2067	2973	4973	6836	4487	2784	3399	6189	7270	3625	2692	7702	2300
NCBI1270	362	342	276	1747	578	133	505	154	171	305	285	368	277	289	599	1020	295	252	265	436	257	169	340	255	539	649	1175	503	270	186
NCBI1271	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	0	0	0	0	0	0	0	0	0	0	0	0	996	735	0	0
NCBI1272	0	0	0	33	183	0	0	0	36	0	0	0	54	184	34	36	71	0	0	0	0	0	0	0	98	0	0	0	0	0
NCBI1273303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
NCBI1273687	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1274	64	29	17	8	0	0	0	8	19	0	21	8	60	0	16	23	0	11	13	0	11	8	10	73	0	0	30	64	49	0
NCBI1274631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
NCBI1275	0	74	883	164	191	40	415	307	542	86	284	18	1203	481	71	122	23	211	426	45	494	268	534	187	566	33	889	112	30	110
NCBI1276	0	0	0	0	36	0	0	0	15	0	0	19	0	0	41	0	29	6	0	109	0	0	0	0	0	0	0	0	53	4
NCBI1277350	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI1278212	4	14	8	7	5	5	0	3	0	18	11	9	0	0	2	0	14	10	0	0	8	0	8	0	4	0	0	0	3	12
NCBI1278232	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1279031	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
NCBI1280	0	776	0	177	0	0	0	0	76	286	0	174	63	0	48	1811	388	84	93	0	0	21	98	0	0	0	0	0	0	19
NCBI1280948	1819	10998	3057	11493	4369	837	1126	3884	338	775	2285	935	5015	494	18276	224	856	1688	3260	576	4441	2804	369	1064	739	656	275	160	2328	2132
NCBI1281578	0	0	0	0	0	0	0	16	0	0	3	2	0	0	2	0	5	1	3	0	3	0	0	0	0	0	0	0	3	0
NCBI1282	0	158	25	9	0	18	28	40	0	131	53	155	25	16	27	46	277	36	14	69	49	78	101	44	38	0	0	14	16	30
NCBI1282737	0	0	0	6	0	0	0	0	0	25	21	0	0	0	0	0	0	0	9	0	0	0	15	0	0	0	0	0	38	0
NCBI1283	15	2	0	7	0	0	0	19	38	18	0	5	0	0	1	20	50	0	2	3	11	14	0	3	0	5	0	0	0	15
NCBI1284658	8155	1376	746	2040	7613	8201	2269	763	1296	3542	858	2606	1452	5504	711	4681	2175	875	755	7294	914	704	3047	5231	4215	10021	4756	4306	9024	937
NCBI1285901	0	91	120	97	40	43	404	51	88	49	127	53	151	283	115	325	77	70	101	444	145	40	298	65	176	146	181	257	91	35
NCBI1286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1286180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI1286181	11	3	0	6	39	0	0	2	0	3	4	1	14	0	14	0	1	0	13	6	5	2	3	4	6	0	0	0	0	3
NCBI1286698	0	0	0	0	0	0	4	0	0	0	1	0	0	4	1	0	0	3	1	0	6	0	0	20	21	0	0	0	0	4
NCBI1287055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI128780	148	0	0	0	270	0	0	143	0	84	0	0	0	0	31	130	0	42	0	141	150	64	0	0	88	0	0	70	0	88
NCBI128785	0	0	0	321	0	0	0	0	151	118	68	0	0	126	76	520	236	0	336	0	0	0	0	409	0	1069	0	0	176	0
NCBI1288	0	0	0	4	0	0	0	0	3	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1288121	2	3	0	4	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1288494	0	2	4	2	0	0	0	0	0	0	0	3	1	0	2	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0
NCBI1288495	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1288636	32	6	0	5	0	3	107	0	8	7	4	0	9	92	0	9	0	0	11	28	0	0	9	39	46	11	150	0	0	0
NCBI1288970	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NCBI1290	2	73	37	53	3	2	0	55	15	55	12	67	9	0	20	2	82	10	7	0	11	16	12	3	0	7	0	5	7	23
NCBI1292	0	8	15	21	0	0	0	9	0	0	5	20	12	0	7	62	0	0	20	0	0	23	11	0	0	11	0	4	0	17
NCBI1292359	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI129338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCBI1295382	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1295392	0	4	478	30	0	0	2	611	1103	2	789	4	1724	1	23	481	9	133	313	0	735	1114	839	5	2	0	4	21	0	117
NCBI1295642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1296	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	1	0	7	4	0	0	0	10	0	0	0	0	0	0	1
NCBI1296540	3	0	5	33	7	8	0	7	5	7	15	10	34	7	10	61	13	19	5	17	14	23	33	0	0	10	6	0	0	0
NCBI1296669	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	16	7	14	102	0	0	0	0	0	0	0	0	0	0	10
NCBI1297617	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	64
NCBI1297742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NCBI1299	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	6	0	8	0	0	0	0	0	0	0	0	26
NCBI129985	66	53	116	129	138	136	30	90	212	45	169	50	299	113	151	428	78	28	38	57	170	282	641	230	39	86	66	228	111	29
NCBI1300914	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI1302	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1302308	0	51	2	18	3	0	1	0	0	2	1	13	1	0	26	0	5	0	2	1	0	0	0	0	0	3	3	3	0	0
NCBI1302659	0	0	0	0	2	0	2	0	3	0	0	0	3	0	0	1	0	0	0	2	5	1	2	2	2	0	23	0	0	0
NCBI1302761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
NCBI1303	0	0	3	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1304	0	20	3	9	0	0	5	18	3	23	4	0	67	5	246	49	0	42	14	0	6	22	22	0	0	11	0	36	0	3
NCBI1305	0	0	0	0	0	0	0	0	0	4	0	0	1	0	3	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1
