"from"	"to"	"direct"	"indirect"	"total"
"DA"	"AOM"	0	0	0
"DA"	"Env_Drivers"	0.539814314836018	0	0.539814314836018
"DA"	"Comm_Structure"	-0.772777518648317	0.21446048046042	-0.558317038187897
"AOM"	"Env_Drivers"	0.51594426487961	0	0.51594426487961
"AOM"	"Comm_Structure"	-0.701892672407305	0.204977252169558	-0.496915420237747
"Env_Drivers"	"Comm_Structure"	0.397285649095038	0	0.397285649095038
